0.08011775	0.03196329	-0.010627257	-0.008114561	-0.058045506	0.011462981	-0.028177196	0.05434047	-0.008821838	-0.013400975	-0.044360355	0.042800117	0.13259014	-0.027269546	-0.004766255	0.03560426
0.15756993	0.046645053	0.047028277	0.033027302	-0.07640596	-0.09080947	-0.101604275	0.111467704	-0.09745383	-0.022301884	-0.016281411	0.035427455	0.17862621	-0.053433165	0.021600852	0.0068624695
0.22368824	0.10662162	0.026811466	0.09001134	-0.1846684	-0.0967709	-0.16532335	0.21423106	-0.17300142	0.0038813618	0.051986836	-0.022700628	0.30395856	-0.10844495	0.08552564	-0.103442594
-0.36837184	0.15419923	-0.33914554	-0.22454171	0.44563594	0.27947393	0.48350713	-0.48283184	0.43359563	-0.2142456	-0.31432498	-0.28115723	-0.5744608	0.45946777	-0.38176647	0.3091886
-0.04354896	0.0950382	-0.016807374	-0.016890993	0.03873618	0.01922771	0.09403545	-0.028230535	0.043945435	-0.03166328	-0.010822501	-0.062854454	-0.05498565	0.0506866	0.0021891347	0.0022655646
0.031870987	-0.008066481	0.035658296	0.06246243	-0.05847967	-0.09870361	-0.043724135	0.0683136	-0.043986425	0.034525733	0.07454464	-0.0024300225	0.048324674	-0.052219387	0.007544099	-0.050021797
-0.3833516	0.20906863	-0.31305048	-0.24444419	0.36845496	0.3289486	0.47041714	-0.5033304	0.37812352	-0.28732884	-0.354027	-0.30935383	-0.5634615	0.37954974	-0.43821254	0.30899057
0.091694996	0.016947594	0.014782282	0.012192321	-0.04326986	-0.059844997	-0.07502613	0.03987041	-0.048909176	0.01229383	0.022288147	0.005706943	0.051924393	-0.017843712	-0.00075292087	0.0048872516
-0.32454762	0.17288545	-0.25606012	-0.229288	0.31855363	0.284966	0.41413048	-0.4524902	0.27906767	-0.1420788	-0.23069325	-0.208878	-0.52438235	0.36203137	-0.284347	0.29698604
0.06831938	0.014784874	0.0095829535	-0.022759154	0.035848666	0.028059823	-0.038987566	0.0012667017	-0.03946764	-0.019045908	0.015659776	-0.049171902	0.08632069	-0.016078675	0.064249575	0.028001234
-0.38761657	0.17699486	-0.3045621	-0.29184106	0.41639552	0.30745158	0.4339428	-0.40128148	0.29607415	-0.15332073	-0.32736722	-0.2868439	-0.45127222	0.38650092	-0.3488408	0.31028122
0.09600943	-3.715139e-05	0.03981839	0.039945316	-0.080458246	-0.024048682	-0.1006658	0.14599106	-0.087834984	-0.03558057	0.007221754	0.05920593	0.12741005	-0.103282765	0.08451846	-0.033338904
-0.22391473	0.036581136	-0.22057495	-0.10316803	0.25872338	0.15000914	0.26055127	-0.26313543	0.25190353	-0.14289679	-0.1416118	-0.122377865	-0.326385	0.23813659	-0.22090112	0.16554604
